THE SPECIE,RACE,CONTINENT,SUB-CONTINENT,SUB-REGION,NATIONALITY,ETHNICITY,REGION,STATE,SENATORIAL DISTRICT,FEDERAL CONSTITUENCY,LOCAL GOVERNMENT AREA,STATE CONSTITUENCY,TOWN,TOWN DIVISION,TOWN QUARTERS,CLAN,VILLAGE,HAMLET,KINDRED, UMUNNA ,EXTENDED FAMILY,GREAT GRAND FAMILY,GRAND FAMILY,FAMILY,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Source_Sheet,TOWN QUARTER,OBI AREAS,KINDRED/HAMLET,Unnamed: 20,EXT. FAMILY,Unnamed: 22,Unnamed: 23,CHAIRMAN,SECRETARY,Unnamed: 21,Unnamed: 24,QUARTERS,VILLAGES, UMUNNA (EXT. FAMILY),OKPARA
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA SOUTH,UKWA EAST & UKWA WEST,UKWA WEST,UKWA WEST,UZUAKU,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA SOUTH,UKWA EAST & UKWA WEST,UKWA WEST,UKWA WEST,UMUOKWOR,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA SOUTH,UKWA EAST & UKWA WEST,UKWA WEST,UKWA WEST,UMUAHALA,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA SOUTH,UKWA EAST & UKWA WEST,UKWA WEST,UKWA WEST,OBORHIA,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA SOUTH,UKWA EAST & UKWA WEST,UKWA WEST,UKWA WEST,APARAZU,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA SOUTH,UKWA EAST & UKWA WEST,UKWA WEST,UKWA WEST,AMAUKWU,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA SOUTH,UKWA EAST & UKWA WEST,UKWA WEST,UKWA WEST,OZAR-UKWU,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA SOUTH,UKWA EAST & UKWA WEST,UKWA WEST,UKWA WEST,OZAR WEST,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA SOUTH,UKWA EAST & UKWA WEST,UKWA WEST,UKWA WEST,IPU-SOUTH,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA SOUTH,UKWA EAST & UKWA WEST,UKWA WEST,UKWA WEST,IPU-EAST,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA SOUTH,UKWA EAST & UKWA WEST,UKWA WEST,UKWA WEST,IPU-WEST,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA SOUTH,UKWA EAST & UKWA WEST,UKWA WEST,UKWA WEST,ASA-SOUTH,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA SOUTH,UKWA EAST & UKWA WEST,UKWA WEST,UKWA WEST,OBOKWE,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA SOUTH,UKWA EAST & UKWA WEST,UKWA WEST,UKWA WEST,ASA-NORTH,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,AROCHUKWU/OHAFIA,AROCHUKWU,AROCHUKWU,UMUAHIA,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,AROCHUKWU/OHAFIA,AROCHUKWU,AROCHUKWU,UMUKABIA,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,AROCHUKWU/OHAFIA,AROCHUKWU,AROCHUKWU,UMUAWA ALAOCHA,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,AROCHUKWU/OHAFIA,AROCHUKWU,AROCHUKWU,UMUAGU,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,AROCHUKWU/OHAFIA,AROCHUKWU,AROCHUKWU,UMUEKWULE,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,AROCHUKWU/OHAFIA,AROCHUKWU,AROCHUKWU,IHITE UDE,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,AROCHUKWU/OHAFIA,AROCHUKWU,AROCHUKWU,UMUDA-ISINGWA,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,AROCHUKWU/OHAFIA,AROCHUKWU,AROCHUKWU,OHOKU,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,AROCHUKWU/OHAFIA,OHAFIA,OHAFIA NORTH,ABIRIBA,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,AROCHUKWU/OHAFIA,OHAFIA,OHAFIA NORTH,AGBAGWU,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,AROCHUKWU/OHAFIA,OHAFIA,OHAFIA NORTH,AKANU,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,AROCHUKWU/OHAFIA,OHAFIA,OHAFIA NORTH,AMABA,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,AROCHUKWU/OHAFIA,OHAFIA,OHAFIA NORTH,AMAEKPU,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,AROCHUKWU/OHAFIA,OHAFIA,OHAFIA NORTH,AMANGWU,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,AROCHUKWU/OHAFIA,OHAFIA,OHAFIA NORTH,AMANTA,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,AROCHUKWU/OHAFIA,OHAFIA,OHAFIA NORTH,AMOGUDU,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,AROCHUKWU/OHAFIA,OHAFIA,OHAFIA NORTH,AMOKE,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,AROCHUKWU/OHAFIA,OHAFIA,OHAFIA NORTH,AMUMA,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,AROCHUKWU/OHAFIA,OHAFIA,OHAFIA NORTH,AMUNGU,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,AROCHUKWU/OHAFIA,OHAFIA,OHAFIA NORTH,ASAGA,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,AROCHUKWU/OHAFIA,OHAFIA,OHAFIA NORTH,EBEM,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,AROCHUKWU/OHAFIA,OHAFIA,OHAFIA NORTH,ELU,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,AROCHUKWU/OHAFIA,OHAFIA,OHAFIA NORTH,EZIAFOR,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,AROCHUKWU/OHAFIA,OHAFIA,OHAFIA NORTH,IBINA (IHENTA),,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,AROCHUKWU/OHAFIA,OHAFIA,OHAFIA NORTH,ISIUGWU,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,AROCHUKWU/OHAFIA,OHAFIA,OHAFIA NORTH,NDE AMOGU,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,AROCHUKWU/OHAFIA,OHAFIA,OHAFIA NORTH,NDE ANYAORIE,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,AROCHUKWU/OHAFIA,OHAFIA,OHAFIA NORTH,NDE IBE,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,AROCHUKWU/OHAFIA,OHAFIA,OHAFIA NORTH,NDE NKU,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,AROCHUKWU/OHAFIA,OHAFIA,OHAFIA NORTH,NDE OKALA,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,AROCHUKWU/OHAFIA,OHAFIA,OHAFIA NORTH,NDI-UDUMA-AWOKE,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,AROCHUKWU/OHAFIA,OHAFIA,OHAFIA NORTH,NKWEBI,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,AROCHUKWU/OHAFIA,OHAFIA,OHAFIA NORTH,OBORO,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,AROCHUKWU/OHAFIA,OHAFIA,OHAFIA NORTH,OKAGWE,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,AROCHUKWU/OHAFIA,OHAFIA,OHAFIA NORTH,OKON-AKU,,,NDECHUKWU,IGBOKO,,,AGBA,,,,,,,,,,,,ABIA,AMAEKE,NDIOKORONTA,KALU,,PETER-ELEANYA ,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,AROCHUKWU/OHAFIA,OHAFIA,OHAFIA NORTH,UFIELE,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,BENDE,BENDE,BENDE NORTH,ALAYI,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,BENDE,BENDE,BENDE NORTH,BENDE,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,BENDE,BENDE,BENDE NORTH,EZUKWU,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,BENDE,BENDE,BENDE NORTH,IGBERE,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,BENDE,BENDE,BENDE NORTH,ITEM,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,BENDE,BENDE,BENDE NORTH,ITUMBUZO,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,BENDE,BENDE,BENDE NORTH,NKPA,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,BENDE,BENDE,BENDE NORTH,NTALAKWU,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,BENDE,BENDE,BENDE NORTH,OZUITEM,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,BENDE,BENDE,BENDE NORTH,UGWUEKE,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,BENDE,BENDE,BENDE NORTH,UMU-IMENYI,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,BENDE,BENDE,BENDE NORTH,UMUHU-EZECHI,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,BENDE,BENDE,BENDE SOUTH,UZUAKOLI,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,ISUIKWUATO/UMUNNEOCHI,ISUIKWUATO,ISUIKWUATO,IMENYI,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,ISUIKWUATO/UMUNNEOCHI,ISUIKWUATO,ISUIKWUATO,OGUDO-ASA,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,ISUIKWUATO/UMUNNEOCHI,ISUIKWUATO,ISUIKWUATO,OHAISE,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,ISUIKWUATO/UMUNNEOCHI,ISUIKWUATO,ISUIKWUATO,EZERE,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,ISUIKWUATO/UMUNNEOCHI,ISUIKWUATO,ISUIKWUATO,UMUN-NEKWU,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,ISUIKWUATO/UMUNNEOCHI,ISUIKWUATO,ISUIKWUATO,ISU-AMAWU,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,ISUIKWUATO/UMUNNEOCHI,ISUIKWUATO,ISUIKWUATO,ACHARA-URUTU,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,ISUIKWUATO/UMUNNEOCHI,ISUIKWUATO,ISUIKWUATO,MBAUKWU,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,ISUIKWUATO/UMUNNEOCHI,UMUNNEOCHI,UMUNNEOCHI,UMUELEM,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,ISUIKWUATO/UMUNNEOCHI,UMUNNEOCHI,UMUNNEOCHI,NDIAWA,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,ISUIKWUATO/UMUNNEOCHI,UMUNNEOCHI,UMUNNEOCHI,AMUDA,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,ISUIKWUATO/UMUNNEOCHI,UMUNNEOCHI,UMUNNEOCHI,UMUAKU,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,ISUIKWUATO/UMUNNEOCHI,UMUNNEOCHI,UMUNNEOCHI,ACHARA,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,ISUIKWUATO/UMUNNEOCHI,UMUNNEOCHI,UMUNNEOCHI,LOMARA,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,ISUIKWUATO/UMUNNEOCHI,UMUNNEOCHI,UMUNNEOCHI,NGODO-UKWU,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,ISUIKWUATO/UMUNNEOCHI,UMUNNEOCHI,UMUNNEOCHI,LOKPAUKWU,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,ISUIKWUATO/UMUNNEOCHI,UMUNNEOCHI,UMUNNEOCHI,LERU,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,ISUIKWUATO/UMUNNEOCHI,UMUNNEOCHI,UMUNNEOCHI,LOMARA LOKPANTA,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,ISUIKWUATO/UMUNNEOCHI,UMUNNEOCHI,UMUNNEOCHI,LEKWESI,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,ISUIKWUATO/UMUNNEOCHI,UMUNNEOCHI,UMUNNEOCHI,MBALA,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA NORTH,ISUIKWUATO/UMUNNEOCHI,UMUNNEOCHI,UMUNNEOCHI,NKWOAGU,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
 ,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ABIA,ABIA CENTRAL,"ISIALANGWA NORTH &
ISIALANGWA SOUTH",ISIALANGWA NORTH,ISIALANGWA NORTH, AMA-ASA,,,,,,,,,,,,,,,,,,,ABIA,,,,,,,,,,,,,,,
